실험 번호,Epoch,Train Loss,Test Loss,Train Acc,Test Acc
1,1,1.086563753824688,1.2220993583510726,0.4123060741519853,0.38590956887486855
1,2,1.0633696385380347,1.1488724767723044,0.4388640546936629,0.3270241850683491
1,3,1.0623893624006557,1.1268251859803304,0.44149355771759136,0.39747634069400634
1,4,1.0618610354808955,1.1031313846289297,0.4367604522745201,0.41430073606729756
1,5,1.0582308339784248,1.1093993735990313,0.4464896134630555,0.38065194532071506
1,6,1.061811377523825,1.1083448361899197,0.4422824086247699,0.3911671924290221
1,7,1.0526446676743273,1.1294896009717956,0.44833026557980543,0.35541535226077814
1,8,1.052432327906207,1.2004349111382517,0.44570076255587693,0.2797055730809674
1,9,1.0507526223420658,1.1436669138327757,0.45201156981330526,0.29337539432176657
1,10,1.0461637528670515,1.322843471786828,0.4535892716276624,0.3291272344900105
1,11,1.0481846318757757,1.1595327518214438,0.44727846437023405,0.3249211356466877
1,12,1.0449346925219893,1.1076910410519027,0.46174073100184065,0.42691903259726605
1,13,1.0356079349698375,1.5062196842628823,0.4609518800946621,0.26813880126182965
1,14,1.0339627623746122,1.1868374165300315,0.4785695503549829,0.3659305993690852
1,15,1.0259571944980788,1.1648164721818879,0.4738364449119116,0.3953732912723449
1,16,1.0219110438236274,1.4011977918516574,0.4856692085195898,0.3007360672975815
1,17,1.0075832789990578,1.4239025418063944,0.495661320010518,0.26813880126182965
1,18,1.0012438435508113,1.252981149561147,0.4982908230344465,0.3217665615141956
1,19,0.9922522570846772,1.4267590473377616,0.5151196423875888,0.31440588853838064
1,20,0.9774631676534712,1.2234511732052302,0.5161714435971602,0.3480546792849632
1,21,0.9785890784540711,1.2445560819092358,0.5169602945043387,0.3501577287066246
1,22,0.9675639194624693,1.2919559884271912,0.51801209571391,0.3280757097791798
1,23,0.9604159432463103,1.2818105265294466,0.5379963186957665,0.323869610935857
1,24,0.9566378570248696,1.3629130012856172,0.5471995792795161,0.32597266035751843
1,25,0.942499228458545,1.214505462114994,0.5535103865369445,0.3669821240799159
1,26,0.918481621762937,1.3988425481582665,0.566394951354194,0.30809674027339645
1,27,0.9103513960771864,1.491015992831482,0.5761241125427294,0.3312302839116719
1,28,0.8979612539512309,1.5158281030464373,0.5800683670786222,0.33648790746582546
1,29,0.9220567724907238,1.5039119640234015,0.5590323428871943,0.31440588853838064
1,30,0.8816060065878337,1.3953112071119522,0.5840126216145148,0.3491062039957939
1,31,0.8684998019538426,1.4301668403652563,0.6055745464107284,0.36908517350157727
1,32,0.860871544597088,1.4482689767480523,0.6032079936891928,0.34279705573080965
1,33,0.8278431220490965,1.4971384617307084,0.6189850118327636,0.3196635120925342
1,34,0.8174932273694976,1.6325686686798602,0.6292400736260847,0.3186119873817035
1,35,0.8231799972236016,1.4658224763805057,0.6255587693925848,0.35331230283911674
1,36,0.8100343612567582,1.4846816435221242,0.6231922166710492,0.36803364879074657
1,37,0.7850675541822326,1.532611824235204,0.6450170917696555,0.37013669821240797
1,38,0.7768836323286463,1.448551259833054,0.6481724953983697,0.3512092534174553
1,39,0.7682498918374588,1.6563961453242257,0.6547462529581909,0.35751840168243953
1,40,0.7562237937388344,1.742640784987641,0.6508019984222981,0.3480546792849632
2,1,1.0917670717685748,1.1861419618819165,0.40283986326584276,0.38275499474237645
2,2,1.0750828052300576,1.1135180215855627,0.4251906389692348,0.3249211356466877
2,3,1.0700857764070297,1.174035564456703,0.43018669471469895,0.3953732912723449
2,4,1.0651477948634398,1.1013643316666035,0.4364975019721273,0.37960042060988436
2,5,1.064410438670505,1.1339386151290718,0.43413094925059165,0.31545741324921134
2,6,1.0593139030668193,1.1060548701120851,0.43860110439127004,0.4195583596214511
2,7,1.0559149268361225,1.1161845224262161,0.4388640546936629,0.3322818086225026
2,8,1.0564097705214643,1.0875437955374974,0.443860110439127,0.43007360672975814
2,9,1.050631233478514,1.0951381000434564,0.4535892716276624,0.3743427970557308
2,10,1.048046521534896,1.5205193250337234,0.452537470418091,0.28391167192429023
2,11,1.0453493362221629,1.1537281603216498,0.4601630291874836,0.3249211356466877
2,12,1.04017433015541,1.1427265000769518,0.459374178280305,0.3512092534174553
2,13,1.0355571941924415,1.2799249956409764,0.4614777806994478,0.259726603575184
2,14,1.038319586265598,1.1175240206793655,0.45727057586116227,0.35962145110410093
2,15,1.0187493679462656,1.4341225235494781,0.4906652642650539,0.3627760252365931
2,16,1.025255897250139,1.2654984260583149,0.48330265579805415,0.2870662460567823
2,17,1.022628740436179,1.2529573637353635,0.4840915067052327,0.28601472134595163
2,18,1.0106250825380922,1.2493990556925503,0.4906652642650539,0.37013669821240797
2,19,0.9945606298111879,1.2792768996095307,0.5098606363397318,0.3322818086225026
2,20,0.9858649967690377,1.2274613364136433,0.516434393899553,0.3207150368033649
2,21,0.9843431043054378,1.4411291733901208,0.5211674993426243,0.33753943217665616
2,22,0.9645051045101817,1.2869024262944733,0.5348409150670523,0.3491062039957939
2,23,0.9289240403423615,1.4155391344387322,0.5648172495398369,0.3301787592008412
2,24,0.9065309620486602,1.4553136329796286,0.5695503549829082,0.2912723449001052
2,25,0.8968630672253467,1.4258553395762679,0.5787536155666579,0.3459516298633018
2,26,0.8935631335549626,1.422612026349478,0.5711280567972653,0.35646687697160884
2,27,0.856831658710908,1.4857830224729112,0.6013673415724428,0.277602523659306
2,28,0.9197649685075776,1.3406910333472972,0.55771759137523,0.31440588853838064
2,29,0.8852790163562011,1.4634648710645963,0.5834867210097292,0.305993690851735
2,30,0.8604456661658446,1.520984180780866,0.5937417828030502,0.3207150368033649
2,31,0.8343000131753003,1.5618384847129556,0.6055745464107284,0.28286014721345953
2,32,0.8426745807594793,1.790556638398757,0.6003155403628714,0.2786540483701367
2,33,0.7954547540814884,1.5633983639011122,0.6292400736260847,0.3312302839116719
2,34,0.781127318250108,1.6541874359208075,0.6302918748356561,0.3291272344900105
2,35,0.7681632982941636,1.5549590438447665,0.6426505390481199,0.3480546792849632
2,36,0.7568424278862879,1.530892798451846,0.649487246910334,0.35962145110410093
2,37,0.739804980208176,1.6513789644000658,0.6607941099132264,0.32597266035751843
2,38,0.7150179167546757,1.9103983816162895,0.6744675256376544,0.277602523659306
2,39,0.7329544756652617,1.5244687916603248,0.669997370496976,0.3627760252365931
2,40,0.6934784626352639,1.9244437366253946,0.6739416250328688,0.2733964248159832
3,1,1.0883381154829974,1.126707756556923,0.4191427820141993,0.31230283911671924
3,2,1.0710732037538984,1.1989671446923578,0.4293978438075204,0.2870662460567823
3,3,1.0632758053108293,1.1988543698213578,0.44175650801998423,0.35436382754994744
3,4,1.0679054136123276,1.0933112739639201,0.44201945832237705,0.4153522607781283
3,5,1.0689545279893315,1.1090503402062144,0.41703917959505654,0.3501577287066246
3,6,1.0599499262228722,1.4617752442224545,0.43754930318169866,0.23974763406940064
3,7,1.054709758878914,1.1101048230874175,0.4443860110439127,0.4027339642481598
3,8,1.0550492231763728,1.4233940884894,0.44123060741519854,0.31125131440588855
3,9,1.0600705088799232,1.1673802631259842,0.4433342098343413,0.30809674027339645
3,10,1.0568344735672937,1.13755502811115,0.44017880620562716,0.40168243953732913
3,11,1.0519392736453994,1.204768263077761,0.45779647646594795,0.305993690851735
3,12,1.0448979092935746,1.286616978835859,0.452537470418091,0.3438485804416404
3,13,1.0462639674273975,1.1496124751434968,0.45727057586116227,0.3438485804416404
3,14,1.0472060893981858,1.1296969581979055,0.4601630291874836,0.3512092534174553
3,15,1.040818977663149,1.234078588169832,0.4635813831185906,0.35751840168243953
3,16,1.03368770736097,1.1661630318618599,0.4672626873520905,0.39957939011566773
3,17,1.0312993630057663,1.145483628495133,0.47830660005259007,0.3943217665615142
3,18,1.0271588085107104,1.1238774538165512,0.4769918485406258,0.37960042060988436
3,19,1.0135100536555828,1.2755188218677331,0.48935051275308966,0.3291272344900105
3,20,1.0134365400639829,1.677308481950489,0.48908756245069684,0.29442691903259727
3,21,1.0722588764940975,1.2490803212648185,0.4328161977386274,0.38275499474237645
3,22,1.062972878707637,1.0860443441775067,0.43018669471469895,0.40799158780231337
3,23,1.0618045957283444,1.2686366365535027,0.45069681830134106,0.4027339642481598
3,24,1.063906323963048,1.2139195158654583,0.4430712595319485,0.3711882229232387
3,25,1.058878509364503,1.2881266462815422,0.44096765711280567,0.2765509989484753
3,26,1.0582774633675414,1.1124701966246595,0.4393899552984486,0.38485804416403785
3,27,1.0593596838224633,1.145558886848915,0.4391270049960557,0.277602523659306
3,28,1.0612401830940037,1.5056784950220246,0.4367604522745201,0.4037854889589905
3,29,1.053516264090938,1.1415278599465306,0.4388640546936629,0.34279705573080965
3,30,1.051300739132352,1.4483530052578162,0.44017880620562716,0.4027339642481598
3,31,1.0510779653384188,1.2034966323904686,0.44123060741519854,0.3638275499474238
3,32,1.0458984339265425,1.2774689019541134,0.45069681830134106,0.3648790746582545
3,33,1.044216455580716,1.6591691171082539,0.45621877465159083,0.26603575184016826
3,34,1.04428910033627,1.1203367086489744,0.4567446752563765,0.42902208201892744
3,35,1.0434596602489783,1.4033643617740315,0.45569287404680514,0.35856992639327023
3,36,1.0429081352578944,1.2409295128221642,0.4543781225348409,0.41430073606729756
3,37,1.0365657514093927,1.2570728607608943,0.47173284249276887,0.28391167192429023
3,38,1.0289071874495654,1.1306087424201043,0.47883250065737576,0.42902208201892744
3,39,1.0280953029911675,1.2002526406359346,0.4843544570076256,0.32597266035751843
3,40,1.0185853324374055,1.222717865157704,0.4972390218248751,0.434279705573081
4,1,1.0983242967271065,1.1238241298466953,0.3970549566132001,0.4048370136698212
4,2,1.0818373000593584,1.1112287558466354,0.41020247173284247,0.31440588853838064
4,3,1.0710427862325844,1.1318495238491664,0.4180909808046279,0.31335436382754994
4,4,1.068022112924113,1.1049915014381289,0.4364975019721273,0.35962145110410093
4,5,1.0693099791521528,1.1194290508105802,0.43465684985537734,0.31019978969505785
4,6,1.061437785954592,1.1793219555564984,0.4383381540888772,0.288117770767613
4,7,1.0649706565358907,1.1574102349336466,0.44123060741519854,0.29758149316508936
4,8,1.0709387748736066,1.2307271007232987,0.4325532474362346,0.30914826498422715
4,9,1.0634028394222887,1.6904324540079079,0.43097554562187745,0.2386961093585699
4,10,1.048858995253307,1.513252690136746,0.4499079673941625,0.2386961093585699
4,11,1.046963526736803,1.224000340380503,0.45911122797791215,0.3669821240799159
4,12,1.0458324928676144,1.5207624647268863,0.4740993952143045,0.36803364879074657
4,13,1.040824830500728,1.1438439268419043,0.46174073100184065,0.35436382754994744
4,14,1.0258228728998782,1.7997530067004617,0.47935840126216145,0.277602523659306
4,15,1.0236511820559435,1.2583764244956048,0.4875098606363397,0.29863301787592006
4,16,1.016206898972639,1.2420578590828286,0.4846174073100184,0.41324921135646686
4,17,1.0168821814183715,1.2518934489048619,0.4961872206153037,0.40799158780231337
4,18,1.001598121632158,1.6328821369024733,0.5040757296870891,0.28601472134595163
4,19,0.98570933943512,2.045579525073119,0.5172232448067315,0.259726603575184
4,20,0.9884043519602868,1.360406459192623,0.5161714435971602,0.30809674027339645
4,21,0.9701721901458532,1.648562374927268,0.537207467788588,0.2996845425867508
4,22,0.9732048803024032,1.4357710319613308,0.5206415987378386,0.3753943217665615
4,23,0.9473631833059174,1.4557120083007653,0.5548251380489088,0.2754994742376446
4,24,0.9361884291316847,1.3139572864325892,0.5471995792795161,0.3249211356466877
4,25,0.9294010294665482,1.4287925588219699,0.5632395477254799,0.38170347003154576
4,26,0.9232831303144862,1.5570693247952547,0.5579805416776229,0.2996845425867508
4,27,0.9078566393600211,1.5084600023666768,0.568235603470944,0.352260778128286
4,28,0.9057218640721412,1.8516353151901037,0.5784906652642651,0.29232386961093587
4,29,0.8729727485761059,1.4816567860191177,0.6003155403628714,0.33753943217665616
4,30,0.8728184458803824,1.5686118389655113,0.5905863791743361,0.2902208201892745
4,31,0.8597767282999286,1.4099106050941597,0.6058374967131213,0.3438485804416404
4,32,0.8380439331147221,1.823043200621219,0.618196160925585,0.3049421661409043
4,33,0.8413087967944841,1.405044092302192,0.6216145148566921,0.3470031545741325
4,34,0.8271381029197489,1.566838049487486,0.614777806994478,0.3764458464773922
4,35,0.8308149522898732,1.550919109463817,0.6137260057849067,0.35962145110410093
4,36,1.0077794069620674,1.1036647498043555,0.47567709702866157,0.3669821240799159
4,37,0.9778524731260646,1.3596694448142146,0.5203786484354457,0.416403785488959
4,38,0.8802655195205612,1.24430740901223,0.5900604785695504,0.3722397476340694
4,39,0.8386510861819586,1.360762318476768,0.6126742045753353,0.3501577287066246
4,40,0.8343711468755274,1.3370114694634447,0.6118853536681568,0.3669821240799159
5,1,1.0941672772756852,1.1904939913223218,0.41362082566394953,0.2870662460567823
5,2,1.072219512978573,1.1156747631971518,0.4393899552984486,0.35646687697160884
5,3,1.0656045322633874,1.0977384163503516,0.43097554562187745,0.38590956887486855
5,4,1.0610308297959998,1.140128782996369,0.4299237444123061,0.3291272344900105
5,5,1.0588152758109077,1.1812723381160812,0.4391270049960557,0.3270241850683491
5,6,1.058639427470183,1.134989532135764,0.4430712595319485,0.33648790746582546
5,7,1.0505173955815044,1.1122798010252501,0.45122271890612675,0.4237644584647739
5,8,1.0488559708230407,1.117105250478919,0.45174861951091244,0.4216614090431125
5,9,1.0444273461864209,1.23310985437327,0.4533263213252695,0.305993690851735
5,10,1.0506590499772608,1.1838293654685517,0.455955824349198,0.35646687697160884
5,11,1.0409705975542813,1.1884914828399755,0.4488561661845911,0.33859095688748686
5,12,1.0375579970151916,1.1550469731933561,0.45411517223244807,0.3480546792849632
5,13,1.0379873730463633,1.2006314486484548,0.46778858795687617,0.3774973711882229
5,14,1.0268398713288167,1.6341734767336198,0.4751511964238759,0.26813880126182965
5,15,1.0248375569805483,1.1362244855342227,0.47252169339994743,0.38065194532071506
5,16,1.0238400324375856,1.2150629089457756,0.4746252958190902,0.3007360672975815
5,17,1.0079855153725519,1.198040649843266,0.492242966079411,0.3659305993690852
5,18,1.0066646644387658,1.3762480524436156,0.5067052327110176,0.277602523659306
5,19,0.9957369549350302,1.341507643304538,0.5117012884564818,0.35856992639327023
5,20,0.9824777610233637,1.4086210191187172,0.5203786484354457,0.31125131440588855
5,21,0.9844248849656624,1.319618324940137,0.5130160399684459,0.3501577287066246
5,22,0.9655835627569138,1.3226005617376382,0.5243229029713384,0.31230283911671924
5,23,0.9651481053279383,1.3487962043122412,0.5358927162766237,0.31650893796004204
5,24,0.9630074747888283,1.306981693808338,0.5351038653694452,0.30914826498422715
5,25,0.943579167966118,1.2726452260363366,0.5422035235340521,0.31545741324921134
5,26,0.9328111878138544,1.4010455189067106,0.55955824349198,0.3270241850683491
5,27,0.93004337057389,1.2709332591727704,0.5564028398632659,0.3270241850683491
5,28,0.904102131375632,1.2816439507887567,0.5648172495398369,0.3932702418506835
5,29,0.8829871584263846,1.413719107613328,0.589008677359979,0.3228180862250263
5,30,0.8953588910081529,1.4262370017800798,0.5798054167762293,0.3270241850683491
5,31,0.9193007991466277,1.3395904243681835,0.5598211937943729,0.288117770767613
5,32,0.9392855456556861,1.2458701051622787,0.5487772810938732,0.35962145110410093
5,33,0.8997766173515952,1.4393211776149761,0.5706021561924797,0.37960042060988436
5,34,0.8723659470085717,1.393786569185688,0.5955824349198001,0.35962145110410093
5,35,0.8582490494055025,1.3632851443581526,0.5987378385485144,0.3901156677181914
5,36,0.8412480833121045,1.3798633183966675,0.614777806994478,0.33543638275499477
5,37,0.8425170875304064,1.384087365132401,0.6032079936891928,0.3512092534174553
5,38,0.8209900706653811,1.4599436691381453,0.6279253221141204,0.3207150368033649
5,39,0.8291796194137224,1.5098237977544342,0.6116224033657639,0.3491062039957939
5,40,0.8070180709663579,1.5501062390556095,0.6384433342098343,0.305993690851735
